idiom,repo,html,class,met,lineno,non-pythonic,pythonic,operation-lag,detection-correct,refactor-correct
Set-compreh,rq,https://github.com/rq/rq/tree/master/rq/cli/helpers.py,,show_workers$137,138,"workers = set()
for queue in queues:
    for worker in worker_class.all(queue=queue):
        workers.add(worker)",workers = {worker for queue in queues for worker in worker_class.all(queue=queue)},0,1,1
Set-compreh,integrations-core,https://github.com/DataDog/integrations-core/tree/master/couch/tests/test_couchv2.py,,test_only_max_dbs_are_scanned$260,271,"db_tags = set()
for m in metrics:
    for tag in m.tags:
        if tag.startswith('db:'):
            db_tags.add(tag)",db_tags = {tag for m in metrics for tag in m.tags if tag.startswith('db:')},1,1,1
Set-compreh,docassemble,https://github.com/jhpyle/docassemble/tree/master/docassemble_webapp/docassemble/webapp/backend.py,,delete_user_data$743,807,"keys_to_delete = set()
for key in r.keys('*userid:' + str(user_id) + ':*'):
    keys_to_delete.add(key)",keys_to_delete = {key for key in r.keys('*userid:' + str(user_id) + ':*')},1,1,1
Set-compreh,pytext,https://github.com/facebookresearch/pytext/tree/master/pytext/utils/documentation.py,,get_config_fields$32,72,"options = set()
for t in typing.__args__:
    options.add(get_component_name(t))",options = {get_component_name(t) for t in typing.__args__},1,1,1
Set-compreh,3d-photo-inpainting,https://github.com/vt-vl-lab/3d-photo-inpainting/tree/master//utils.py,,refine_color_around_edge$1064,1086,"rmv_tmp_far_nodes = set()
for far_node in tmp_far_nodes:
    if not (mesh.has_node(far_node) and mesh.nodes[far_node].get('inpaint_id') == 1):
        rmv_tmp_far_nodes.add(far_node)",rmv_tmp_far_nodes = {far_node for far_node in tmp_far_nodes if not (mesh.has_node(far_node) and mesh.nodes[far_node].get('inpaint_id') == 1)},1,1,1
Dict-compare,angr,https://github.com/angr/angr/tree/master/angr/analyses/cfg/cfg_utils.py,CFGUtils,reverse_post_order_sort_nodes$87,102,"addrs_to_index = {}
for (i, n) in enumerate(post_order):
    addrs_to_index[n.addr] = i","addrs_to_index = {n.addr: i for (i, n) in enumerate(post_order)}",1,1,1
Dict-compare,sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/api/paginator.py,MergingOffsetPaginator,get_result$300,319,"mapping = {}
for model in queryset:
    mapping[self.key_from_model(model)] = model",mapping = {self.key_from_model(model): model for model in queryset},1,1,1
Dict-compare,ByteTrack,https://github.com/ifzhang/ByteTrack/tree/master/tutorials/centertrack/byte_tracker.py,,sub_stracks$326,327,"stracks = {}
for t in tlista:
    stracks[t.track_id] = t",stracks = {t.track_id: t for t in tlista},1,1,1
Dict-compare,tensorflow-yolo-v3,https://github.com/mystic123/tensorflow-yolo-v3/tree/master//utils.py,,load_coco_names$222,223,"names = {}
for (id, name) in enumerate(f):
    names[id] = name","names = {id: name for (id, name) in enumerate(f)}",0,1,1
Dict-compare,docker-py,https://github.com/docker/docker-py/tree/master/docker/api/client.py,APIClient,_post_json$282,285,"data2 = {}
for (k, v) in iter(data.items()):
    if v is not None:
        data2[k] = v","data2 = {k: v for (k, v) in iter(data.items()) if v is not None}",0,1,1
Dict-compare,gnn,https://github.com/tensorflow/gnn/tree/master/tensorflow_gnn/tools/sampled_stats.py,,run_pipeline$83,100,"quantiles = {}
for (key, _) in iter_stats_schema(schema):
    quantiles[key] = stats[key] | f'{key}.q' >> beam.ApproximateQuantiles.Globally(num_quantiles + 1) | f'{key}.m' >> beam.Map(lambda q, k=key: (k, q))","quantiles = {key: stats[key] | f'{key}.q' >> beam.ApproximateQuantiles.Globally(num_quantiles + 1) | f'{key}.m' >> beam.Map(lambda q, k=key: (k, q)) for (key, _) in iter_stats_schema(schema)}",1,1,1
Dict-compare,attn2d,https://github.com/elbayadm/attn2d/tree/master/fairseq/trainer.py,Trainer,_fast_stat_sync_sum$715,727,"data = {}
for (i, stat) in enumerate(extra_stats_to_sum):
    data['extra_stats_' + str(i)] = stat","data = {'extra_stats_' + str(i): stat for (i, stat) in enumerate(extra_stats_to_sum)}",1,1,1
Dict-compare,aswan,https://github.com/momosecurity/aswan/tree/master/www/rule/views.py,RulesEdit,get_rule$448,459,"data = {}
for key in ('status', 'title', 'describe', 'end_time', 'id', 'uuid'):
    data[key] = d[key]","data = {key: d[key] for key in ('status', 'title', 'describe', 'end_time', 'id', 'uuid')}",1,1,1
Dict-compare,salt,https://github.com/saltstack/salt/tree/master/salt/modules/splunk.py,,update_user$258,306,"fields_modified = {}
for field in ALLOWED_FIELDS_FOR_MODIFICATION:
    fields_modified[field] = user[field]",fields_modified = {field: user[field] for field in ALLOWED_FIELDS_FOR_MODIFICATION},1,1,1
Dict-compare,django-tenants,https://github.com/django-tenants/django-tenants/tree/master/django_tenants/postgresql_backend/_constraints.py,,get_constraints$4,10,"constraints = {}
for (constraint, columns, kind, used_cols, options) in cursor.fetchall():
    constraints[constraint] = {'columns': columns, 'primary_key': kind == 'p', 'unique': kind in ['p', 'u'], 'foreign_key': tuple(used_cols.split('.', 1)) if kind == 'f' else None, 'check': kind == 'c', 'index': False, 'definition': None, 'options': options}","constraints = {constraint: {'columns': columns, 'primary_key': kind == 'p', 'unique': kind in ['p', 'u'], 'foreign_key': tuple(used_cols.split('.', 1)) if kind == 'f' else None, 'check': kind == 'c', 'index': False, 'definition': None, 'options': options} for (constraint, columns, kind, used_cols, options) in cursor.fetchall()}",1,1,1
Dict-compare,wharfee,https://github.com/j-bennet/wharfee/tree/master/wharfee/formatter.py,,truncate_rows$358,380,"updated = {}
for (k, v) in row.items():
    if k.endswith('Id'):
        updated[k] = trimto(v, length_id)
    else:
        updated[k] = trimto(v, length)","updated = {k: trimto(v, length_id) if k.endswith('Id') else trimto(v, length) for (k, v) in row.items()}",1,1,1
Dict-compare,PolarMask,https://github.com/xieenze/PolarMask/tree/master/mmdet/core/fp16/decorators.py,,force_fp32_wrapper$117,143,"new_kwargs = dict()
for (arg_name, arg_value) in kwargs.items():
    if arg_name in args_to_cast:
        new_kwargs[arg_name] = cast_tensor_type(arg_value, torch.half, torch.float)
    else:
        new_kwargs[arg_name] = arg_value","new_kwargs = {arg_name: cast_tensor_type(arg_value, torch.half, torch.float) if arg_name in args_to_cast else arg_value for (arg_name, arg_value) in kwargs.items()}",0,1,1
Dict-compare,XlsxWriter,https://github.com/jmcnamara/XlsxWriter/tree/master/xlsxwriter/worksheet.py,Worksheet,_button_params$5160,5170,"params = {}
for key in options.keys():
    params[key] = options[key]",params = {key: options[key] for key in options.keys()},1,1,1
Dict-compare,clusterfuzz,https://github.com/google/clusterfuzz/tree/master/src/clusterfuzz/_internal/fuzzing/fuzzer_selection.py,,update_mappings_for_fuzzer$31,39,"old_mappings = {}
for entity in entities:
    old_mappings[entity.job] = entity",old_mappings = {entity.job: entity for entity in entities},1,1,1
Dict-compare,invoke,https://github.com/pyinvoke/invoke/tree/master/invoke/parser/context.py,ParserContext,as_kwargs$156,165,"ret = {}
for arg in self.args.values():
    ret[arg.name] = arg.value",ret = {arg.name: arg.value for arg in self.args.values()},1,1,1
Dict-compare,sparseml,https://github.com/neuralmagic/sparseml/tree/master/src/sparseml/pytorch/utils/helpers.py,,get_conv_layers$720,725,"convs = {}
for (name, mod) in module.named_modules():
    if isinstance(mod, _ConvNd):
        convs[name] = mod","convs = {name: mod for (name, mod) in module.named_modules() if isinstance(mod, _ConvNd)}",1,1,1
Dict-compare,PaddleViT,https://github.com/BR-IDL/PaddleViT/tree/master/image_classification/ResMLP/port_weights/load_pytorch_weights_36.py,,convert$72,89,"th_params = {}
for (name, param) in torch_model.named_parameters():
    th_params[name] = param","th_params = {name: param for (name, param) in torch_model.named_parameters()}",1,1,1
Dict-compare,Axelrod,https://github.com/Axelrod-Python/Axelrod/tree/master/axelrod/moran.py,MoranProcess,__init__$16,129,"d = dict()
for p in players:
    d[str(p)] = p",d = {str(p): p for p in players},1,1,1
Dict-compare,text_classification,https://github.com/brightmart/text_classification/tree/master/a02_TextCNN/p7_TextCNN_train.py,,assign_pretrained_word_embedding$190,194,"word2vec_dict = {}
for (word, vector) in zip(word2vec_model.vocab, word2vec_model.vectors):
    word2vec_dict[word] = vector","word2vec_dict = {word: vector for (word, vector) in zip(word2vec_model.vocab, word2vec_model.vectors)}",1,1,1
Dict-compare,taurus,https://github.com/Blazemeter/taurus/tree/master/tests/unit/modules/jmeter/test_JMX.py,TestLoadSettingsProcessor,test_TG_iterations_property$314,323,"res_values = {}
for group in self.get_groupset():
    res_values[group.get_testname()] = {'conc': group.get_concurrency(), 'iter': group.get_iterations()}","res_values = {group.get_testname(): {'conc': group.get_concurrency(), 'iter': group.get_iterations()} for group in self.get_groupset()}",1,1,1
Dict-compare,mysql-connector-python,https://github.com/mysql/mysql-connector-python/tree/master/tests/test_authentication.py,AuthenticationModuleTests,test_get_auth_plugin$81,89,"plugin_classes = {}
for (name, obj) in inspect.getmembers(authentication):
    if inspect.isclass(obj) and hasattr(obj, 'plugin_name'):
        if obj.plugin_name:
            plugin_classes[obj.plugin_name] = obj","plugin_classes = {obj.plugin_name: obj for (name, obj) in inspect.getmembers(authentication) if inspect.isclass(obj) and hasattr(obj, 'plugin_name') if obj.plugin_name}",1,1,1
Dict-compare,gluon-nlp,https://github.com/dmlc/gluon-nlp/tree/master/src/gluonnlp/models/t5.py,,get_pretrained_t5$1433,1449,"local_paths = dict()
for (key, path) in download_jobs:
    local_paths[key] = download(url=get_repo_model_zoo_url() + path, path=os.path.join(root, path), sha1_hash=FILE_STATS[path])","local_paths = {key: download(url=get_repo_model_zoo_url() + path, path=os.path.join(root, path), sha1_hash=FILE_STATS[path]) for (key, path) in download_jobs}",1,1,1
Dict-compare,patator,https://github.com/lanjelot/patator/tree/master//patator.py,XMLFormatter,format$784,785,"pp = {}
for (k, v) in record.__dict__.items():
    if isinstance(v, str):
        pp[k] = xmlescape(v)
    else:
        pp[k] = v","pp = {k: xmlescape(v) if isinstance(v, str) else v for (k, v) in record.__dict__.items()}",1,1,1
Dict-compare,ParlAI,https://github.com/facebookresearch/ParlAI/tree/master/parlai/tasks/light_dialog_wild/builder.py,,read_dump$445,454,"chat = {}
for (idx, header) in enumerate(headers):
    chat[header] = row[idx]","chat = {header: row[idx] for (idx, header) in enumerate(headers)}",1,1,1
Dict-compare,mqttwarn,https://github.com/jpmens/mqttwarn/tree/master/mqttwarn/services/gss.py,,plugin$17,37,"row = {}
for (k, v) in list(item.data.items()):
    row[k] = str(v)","row = {k: str(v) for (k, v) in list(item.data.items())}",1,1,1
Dict-compare,PathPlanning,https://github.com/zhm-real/PathPlanning/tree/master/Search_based_Planning/Search_2D/LRTAstar.py,LrtAStarN,extract_path_in_CLOSE$61,66,"h_list = {}
for s_n in self.get_neighbor(s):
    if s_n in h_value:
        h_list[s_n] = h_value[s_n]
    else:
        h_list[s_n] = self.h_table[s_n]",h_list = {s_n: h_value[s_n] if s_n in h_value else self.h_table[s_n] for s_n in self.get_neighbor(s)},1,1,1
Dict-compare,graph4nlp,https://github.com/graph4ai/graph4nlp/tree/master/graph4nlp/pytorch/data/data.py,GraphData,get_edge_feature$546,560,"ret = {}
for key in self._edge_features.keys():
    if self._edge_features[key] is None:
        ret[key] = None
    else:
        ret[key] = self._edge_features[key][edges]",ret = {key: None if self._edge_features[key] is None else self._edge_features[key][edges] for key in self._edge_features.keys()},1,1,1
Dict-compare,PaddleViT,https://github.com/BR-IDL/PaddleViT/tree/master/image_classification/CrossViT/port_weights/load_pytorch_weights_9_dagger_224.py,,convert$45,61,"pd_params = {}
for (name, param) in paddle_model.named_parameters():
    pd_params[name] = param","pd_params = {name: param for (name, param) in paddle_model.named_parameters()}",1,1,1
Dict-compare,aeneas,https://github.com/readbeyond/aeneas/tree/master/aeneas/syncmap/smfeaf.py,SyncMapFormatEAF,parse$43,51,"time_slots = dict()
for ts in root.iter('TIME_SLOT'):
    time_slots[ts.get('TIME_SLOT_ID')] = gf.time_from_ssmmm(ts.get('TIME_VALUE')) / 1000",time_slots = {ts.get('TIME_SLOT_ID'): gf.time_from_ssmmm(ts.get('TIME_VALUE')) / 1000 for ts in root.iter('TIME_SLOT')},1,1,1
Dict-compare,hummingbot,https://github.com/CoinAlpha/hummingbot/tree/master/hummingbot/strategy/perpetual_market_making/perpetual_market_making_order_tracker.py,PerpetualMarketMakingOrderTracker,market_pair_to_active_orders$36,37,"market_pair_to_orders = {}
for (market_pair, orders_map) in self.tracked_limit_orders_map.items():
    market_pair_to_orders[market_pair] = list(self.tracked_limit_orders_map[market_pair].values())","market_pair_to_orders = {market_pair: list(self.tracked_limit_orders_map[market_pair].values()) for (market_pair, orders_map) in self.tracked_limit_orders_map.items()}",1,1,1
Dict-compare,djongo,https://github.com/nesdis/djongo/tree/master/djongo/models/fields.py,ModelField,_obj_thru_fields$171,175,"processed_value = {}
for field in self.model_container._meta.get_fields():
    processed_value[field.attname] = getattr(field, func_name)(obj, *other_args)","processed_value = {field.attname: getattr(field, func_name)(obj, *other_args) for field in self.model_container._meta.get_fields()}",1,1,1
Dict-compare,dataset,https://github.com/openimages/dataset/tree/master/dataset/table.py,Table,create_index$545,571,"mysql_length = {}
for col in columns:
    if isinstance(col.type, MYSQL_LENGTH_TYPES):
        mysql_length[col.name] = 10","mysql_length = {col.name: 10 for col in columns if isinstance(col.type, MYSQL_LENGTH_TYPES)}",1,1,1
Dict-compare,SimCSE,https://github.com/princeton-nlp/SimCSE/tree/master//train.py,,main$246,434,"features = {}
for key in sent_features:
    features[key] = [[sent_features[key][i], sent_features[key][i + total], sent_features[key][i + total * 2]] for i in range(total)]","features = {key: [[sent_features[key][i], sent_features[key][i + total], sent_features[key][i + total * 2]] for i in range(total)] for key in sent_features}",0,1,1
Dict-compare,st2,https://github.com/StackStorm/st2/tree/master/st2api/st2api/controllers/v1/rule_views.py,RuleViewController,_get_referenced_models$154,177,"action_by_refs = {}
for action_db in action_dbs:
    action_by_refs[action_db.ref] = action_db",action_by_refs = {action_db.ref: action_db for action_db in action_dbs},1,1,1
Dict-compare,crossbar,https://github.com/crossbario/crossbar/tree/master/crossbar/edge/worker/tracing.py,TracedMessage,marshal$64,85,"serializations = {}
for (ser, val) in self.msg._serialized.items():
    serializations[ser.NAME] = len(val)","serializations = {ser.NAME: len(val) for (ser, val) in self.msg._serialized.items()}",1,1,1
Dict-compare,udemy-dl,https://github.com/r0oth3x49/udemy-dl/tree/master/udemy/shared.py,UdemyLectureSubtitles,get_subtitle$730,731,"_temp = {}
for sub in subtitles:
    if sub.language == language:
        _temp[sub.language] = [sub]",_temp = {sub.language: [sub] for sub in subtitles if sub.language == language},1,1,1
Dict-compare,tahoe-lafs,https://github.com/tahoe-lafs/tahoe-lafs/tree/master/src/allmydata/immutable/downloader/share.py,Share,_satisfy_offsets$359,381,"offsets = {}
for (i, field) in enumerate(['data', 'plaintext_hash_tree', 'crypttext_hash_tree', 'block_hashes', 'share_hashes', 'uri_extension']):
    offsets[field] = fields[i]","offsets = {field: fields[i] for (i, field) in enumerate(['data', 'plaintext_hash_tree', 'crypttext_hash_tree', 'block_hashes', 'share_hashes', 'uri_extension'])}",1,1,1
Dict-compare,powerline,https://github.com/powerline/powerline/tree/master/tests/modules/vim.py,,_init$633,639,"_dict = {}
for (varname, value) in globals().items():
    if varname[0] != '_':
        _dict[varname] = value","_dict = {varname: value for (varname, value) in globals().items() if varname[0] != '_'}",1,1,1
Dict-compare,rshell,https://github.com/dhylands/rshell/tree/master/rshell/main.py,,rsync$925,946,"d_dst = {}
for (name, stat) in dst_files:
    d_dst[name] = stat","d_dst = {name: stat for (name, stat) in dst_files}",0,1,1
Dict-compare,ottertune,https://github.com/cmu-db/ottertune/tree/master/server/website/tests/test_parser.py,PostgresParserTests,test_convert_dbms_metrics$255,263,"test_metrics = {}
for met_name in self.numeric_metric_catalog.keys():
    test_metrics[met_name] = 2",test_metrics = {met_name: 2 for met_name in self.numeric_metric_catalog.keys()},1,1,1
Dict-compare,zipline,https://github.com/quantopian/zipline/tree/master/tests/pipeline/test_filter.py,FilterTestCase,test_percentile_between$195,255,"expected = {}
for (name, quintile) in iter_quintiles:
    if quintile < 4:
        expected[name] = ~eye5.astype(bool)
    else:
        expected[name] = eye5.astype(bool)","expected = {name: ~eye5.astype(bool) if quintile < 4 else eye5.astype(bool) for (name, quintile) in iter_quintiles}",1,1,1
Dict-compare,indico,https://github.com/indico/indico/tree/master/indico/modules/events/timetable/legacy.py,TimetableSerializer,serialize_session_timetable$67,69,"timetable = {}
for day in iterdays(start_dt, end_dt):
    timetable[day.strftime('%Y%m%d')] = {}","timetable = {day.strftime('%Y%m%d'): {} for day in iterdays(start_dt, end_dt)}",1,1,1
Dict-compare,FasterSeg,https://github.com/VITA-Group/FasterSeg/tree/master/tools/utils/darts_utils.py,,plot_path_width$256,285,"annotations = {}
for (idx, width) in enumerate(width2):
    annotations[idx, path2[idx], width, path2[idx + 1] - path2[idx]] = ((0.35 + idx, 2 - path2[idx] + line_updown * 2 + annotation_updown - (path2[idx + 1] - path2[idx]) / annotation_down_scale), width)","annotations = {(idx, path2[idx], width, path2[idx + 1] - path2[idx]): ((0.35 + idx, 2 - path2[idx] + line_updown * 2 + annotation_updown - (path2[idx + 1] - path2[idx]) / annotation_down_scale), width) for (idx, width) in enumerate(width2)}",1,1,1
Dict-compare,awx,https://github.com/ansible/awx/tree/master/awx/api/generics.py,CopyAPIView,post$954,957,"create_kwargs_check = {}
for key in create_kwargs:
    create_kwargs_check[key] = getattr(create_kwargs[key], 'pk', None) or create_kwargs[key]","create_kwargs_check = {key: getattr(create_kwargs[key], 'pk', None) or create_kwargs[key] for key in create_kwargs}",1,1,1
Dict-compare,gsutil,https://github.com/GoogleCloudPlatform/gsutil/tree/master/gslib/utils/copy_helper.py,,_CreateDigestsFromDigesters$733,734,"digests = {}
for alg in digesters:
    digests[alg] = base64.b64encode(digesters[alg].digest()).rstrip(b'\n').decode('ascii')",digests = {alg: base64.b64encode(digesters[alg].digest()).rstrip(b'\n').decode('ascii') for alg in digesters},0,1,1
Dict-compare,scanpy,https://github.com/theislab/scanpy/tree/master/scanpy/external/exporting.py,,spring_project$20,147,"categorical_extras = {}
for obs_name in adata.obs:
    if is_categorical(adata.obs[obs_name]):
        categorical_extras[obs_name] = [str(x) for x in adata.obs[obs_name]]",categorical_extras = {obs_name: [str(x) for x in adata.obs[obs_name]] for obs_name in adata.obs if is_categorical(adata.obs[obs_name])},0,1,1
Dict-compare,asv,https://github.com/airspeed-velocity/asv/tree/master/asv/results.py,Results,update_to_2$772,882,"d2['durations'] = {}
for (key, value) in six.iteritems(duration):
    if key.startswith('<'):
        d2['durations'][key] = value","d2['durations'] = {key: value for (key, value) in six.iteritems(duration) if key.startswith('<')}",1,1,1
Dict-compare,vega,https://github.com/huawei-noah/vega/tree/master/vega/algorithms/nlp/src/squad_get_predictions.py,,get_predictions$123,129,"unique_id_to_result = {}
for result in all_results:
    unique_id_to_result[result.unique_id] = result",unique_id_to_result = {result.unique_id: result for result in all_results},1,1,1
Dict-compare,mlrun,https://github.com/mlrun/mlrun/tree/master/mlrun/api/crud/marketplace.py,Marketplace,_get_source_credentials$73,79,"source_secrets = {}
for (key, value) in secrets.items():
    if key.startswith(secret_prefix):
        source_secrets[key[len(secret_prefix):]] = value","source_secrets = {key[len(secret_prefix):]: value for (key, value) in secrets.items() if key.startswith(secret_prefix)}",1,1,1
Dict-compare,toil,https://github.com/DataBiosphere/toil/tree/master/src/toil/lib/ec2.py,,prune$293,298,"pruned = dict()
for key in bushy:
    if bushy[key]:
        pruned[key] = bushy[key]",pruned = {key: bushy[key] for key in bushy if bushy[key]},1,1,1
Dict-compare,proxy_list,https://github.com/gavin66/proxy_list/tree/master/persistence/redis_impl.py,Redis,list$24,44,"x = {}
for k in columns:
    if k.encode('utf-8') in proxy.keys():
        x[k] = proxy[k.encode('utf-8')].decode('utf-8')",x = {k: proxy[k.encode('utf-8')].decode('utf-8') for k in columns if k.encode('utf-8') in proxy.keys()},1,1,1
Dict-compare,pytext,https://github.com/facebookresearch/pytext/tree/master/demo/my_tagging/source.py,,load_vocab$13,18,"vocab = {}
for (idx, word) in enumerate(file_contents):
    vocab[str(idx)] = word.strip()","vocab = {str(idx): word.strip() for (idx, word) in enumerate(file_contents)}",0,1,1
Dict-compare,ttfnet,https://github.com/ZJULearning/ttfnet/tree/master/mmdet/core/fp16/decorators.py,,force_fp32_wrapper$117,143,"new_kwargs = dict()
for (arg_name, arg_value) in kwargs.items():
    if arg_name in args_to_cast:
        new_kwargs[arg_name] = cast_tensor_type(arg_value, torch.half, torch.float)
    else:
        new_kwargs[arg_name] = arg_value","new_kwargs = {arg_name: cast_tensor_type(arg_value, torch.half, torch.float) if arg_name in args_to_cast else arg_value for (arg_name, arg_value) in kwargs.items()}",0,1,1
Dict-compare,listenbrainz-server,https://github.com/metabrainz/listenbrainz-server/tree/master/listenbrainz/spark/request_manage.py,,_prepare_query_message$33,58,"message['params'] = {}
for (key, value) in params.items():
    message['params'][key] = value","message['params'] = {key: value for (key, value) in params.items()}",1,1,1
Dict-compare,sfepy,https://github.com/sfepy/sfepy/tree/master/sfepy/discrete/fem/facets.py,,get_facet_dof_permutations$274,300,"dof_perms = {}
for (key, itfun) in six.iteritems(ori_map):
    dof_perms[key] = [mtx[ii] for ii in itfun(fo)]","dof_perms = {key: [mtx[ii] for ii in itfun(fo)] for (key, itfun) in six.iteritems(ori_map)}",1,1,1
Dict-compare,great_expectations,https://github.com/great-expectations/great_expectations/tree/master/great_expectations/execution_engine/sqlalchemy_execution_engine.py,SqlAlchemyExecutionEngine,get_compute_domain$617,654,"accessor_domain_kwargs = {}
for key in accessor_keys:
    accessor_domain_kwargs[key] = compute_domain_kwargs.pop(key)",accessor_domain_kwargs = {key: compute_domain_kwargs.pop(key) for key in accessor_keys},0,1,1
Dict-compare,pootle,https://github.com/translate/pootle/tree/master/pootle/apps/pootle_fs/plugin.py,Plugin,sync_merge$412,421,"sfs = {}
for fs_state in state['merge_pootle_wins'] + state['merge_fs_wins']:
    sfs[fs_state.kwargs['store_fs']] = fs_state",sfs = {fs_state.kwargs['store_fs']: fs_state for fs_state in state['merge_pootle_wins'] + state['merge_fs_wins']},1,1,1
Dict-compare,sympy,https://github.com/sympy/sympy/tree/master/sympy/functions/special/tests/test_error_functions.py,,mytd$367,370,"subs = {}
for a in expr1.free_symbols:
    if a != x:
        subs[a] = random_complex_number()",subs = {a: random_complex_number() for a in expr1.free_symbols if a != x},1,1,1
Dict-compare,neutron,https://github.com/openstack/neutron/tree/master/neutron/plugins/ml2/drivers/ovn/mech_driver/ovsdb/impl_idl_ovn.py,OvsdbNbOvnIdl,get_address_sets$616,622,"data = {}
for row_key in getattr(row, '_data', {}):
    data[row_key] = getattr(row, row_key)","data = {row_key: getattr(row, row_key) for row_key in getattr(row, '_data', {})}",1,1,1
Dict-compare,beets,https://github.com/beetbox/beets/tree/master/test/test_autotag.py,AlbumDistanceTest,_mapping$333,334,"out = {}
for (i, t) in zip(items, info.tracks):
    out[i] = t","out = {i: t for (i, t) in zip(items, info.tracks)}",1,1,1
Dict-compare,LinOTP,https://github.com/LinOTP/LinOTP/tree/master/linotp/settings.py,ConfigSchema,__init__$146,153,"self.schema = {}
for s in schema:
    self.schema[s.name] = s",self.schema = {s.name: s for s in schema},0,1,1
Dict-compare,prefect,https://github.com/PrefectHQ/prefect/tree/master/examples/tutorial/aircraftlib/openflights.py,,fetch_equipment$31,33,"result = {}
for row in reader:
    result[row['equipment-id']] = row['equipment-name']",result = {row['equipment-id']: row['equipment-name'] for row in reader},0,1,1
Dict-compare,PaddleViT,https://github.com/BR-IDL/PaddleViT/tree/master/image_classification/T2T_ViT/load_pth_weights/load_pytorch_weights_t_24.py,,convert$96,110,"th_params = {}
for (name, param) in torch_model.named_parameters():
    th_params[name] = param","th_params = {name: param for (name, param) in torch_model.named_parameters()}",1,1,1
Dict-compare,magenta,https://github.com/magenta/magenta/tree/master/magenta/models/rl_tuner/rl_tuner_eval_metrics.py,,initialize_stat_dict$222,229,"stat_dict = dict()
for lag in [1, 2, 3]:
    stat_dict['autocorrelation' + str(lag)] = []","stat_dict = {'autocorrelation' + str(lag): [] for lag in [1, 2, 3]}",1,1,1
Dict-compare,zentral,https://github.com/zentralopensource/zentral/tree/master/conf/common/docker/scepserver/verify_zentral_csr.py,,parse$13,14,"d = {}
for (rdn_idx, rdn) in enumerate(subject.chosen):
    for (type_val_idx, type_val) in enumerate(rdn):
        d[type_val['type'].native] = type_val['value'].native","d = {type_val['type'].native: type_val['value'].native for (rdn_idx, rdn) in enumerate(subject.chosen) for (type_val_idx, type_val) in enumerate(rdn)}",1,1,1
Dict-compare,brat,https://github.com/nlplab/brat/tree/master/tools/diff_and_mark.py,AnnotationDiff,diff_equivs$349,353,"correspondence_map = dict()
for (equiv_group, equiv) in enumerate(second_equivs):
    for entity in equiv:
        correspondence_map[entity] = [None, equiv_group]","correspondence_map = {entity: [None, equiv_group] for (equiv_group, equiv) in enumerate(second_equivs) for entity in equiv}",1,1,1
Dict-compare,translate,https://github.com/translate/translate/tree/master/pytorch_translate/ensemble_export.py,CharSourceEncoderEnsemble,forward$1346,1382,"reduced_weights = {}
for (i, model) in enumerate(self.models):
    if self.enable_precompute_reduced_weights and hasattr(model.decoder, '_precompute_reduced_weights') and (possible_translation_tokens is not None):
        reduced_weights[i] = torch.jit._fork(model.decoder._precompute_reduced_weights, possible_translation_tokens)","reduced_weights = {i: torch.jit._fork(model.decoder._precompute_reduced_weights, possible_translation_tokens) for (i, model) in enumerate(self.models) if self.enable_precompute_reduced_weights and hasattr(model.decoder, '_precompute_reduced_weights') and (possible_translation_tokens is not None)}",1,1,1
Dict-compare,ansible-modules-extras,https://github.com/ansible/ansible-modules-extras/tree/master/network/cloudflare_dns.py,CloudflareAPI,delete_dns_records$481,482,"params = {}
for param in ['port', 'proto', 'service', 'solo', 'type', 'record', 'value', 'weight', 'zone']:
    if param in kwargs:
        params[param] = kwargs[param]
    else:
        params[param] = getattr(self, param)","params = {param: kwargs[param] if param in kwargs else getattr(self, param) for param in ['port', 'proto', 'service', 'solo', 'type', 'record', 'value', 'weight', 'zone']}",1,1,1
Dict-compare,mlrun,https://github.com/mlrun/mlrun/tree/master/mlrun/artifacts/base.py,,get_artifact_meta$263,286,"extra_dataitems = {}
for (k, v) in artifact_spec.extra_data.items():
    extra_dataitems[k] = store_manager.object(v, key=k)","extra_dataitems = {k: store_manager.object(v, key=k) for (k, v) in artifact_spec.extra_data.items()}",1,1,1
Dict-compare,espresso,https://github.com/freewym/espresso/tree/master/examples/speech_recognition/data/replabels.py,,unpack_replabels$49,56,"replabel_idx_to_value = {}
for i in range(1, max_reps + 1):
    replabel_idx_to_value[dictionary.index(replabel_symbol(i))] = i","replabel_idx_to_value = {dictionary.index(replabel_symbol(i)): i for i in range(1, max_reps + 1)}",1,1,1
Dict-compare,pe_tree,https://github.com/blackberry/pe_tree/tree/master/pe_tree/contextmenu.py,CommonStandardItemContextMenu,show_menu$141,143,"actions_by_altitude = {}
for action in self.actions:
    actions_by_altitude[action] = self.altitudes[action]",actions_by_altitude = {action: self.altitudes[action] for action in self.actions},1,1,1
Dict-compare,awx,https://github.com/ansible/awx/tree/master/awx/sso/fields.py,LDAPGroupTypeField,to_internal_value$442,457,"params_sanitized = dict()
for attr in cls_args:
    if attr in params:
        params_sanitized[attr] = params[attr]",params_sanitized = {attr: params[attr] for attr in cls_args if attr in params},1,1,1
Dict-compare,couler,https://github.com/couler-proj/couler/tree/master/couler/core/templates/workflow.py,Workflow,to_dict$122,155,"workflow_spec['securityContext'] = dict()
for (key, value) in self.security_context.items():
    workflow_spec['securityContext'][key] = value","workflow_spec['securityContext'] = {key: value for (key, value) in self.security_context.items()}",1,1,1
